ticker,target_year,pair_cutoff_date,window_start_calendar_date,t0_trading_date,qTotCap,volume_qTotTran5J,trade_count_zTotTran,raw_close,adjusted_status,first_raw_observation_date_this_ticker,first_adjusted_price_date_this_ticker,days_from_window_start_to_first_raw_observation,days_from_window_start_to_first_adjusted_price,root_cause
شبریز,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,4733.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1123,-1123,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
شبندر,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,5153.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1123,-1123,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
شدوص,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,2644.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1123,-1123,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
شپنا,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,3046.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2015-03-17,-1123,-854,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
غبهنوش,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,5018.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1490,-1490,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
غدام,1397,2018-04-19,2017-04-18,2017-04-18,0.0,0.0,0.0,7087.0,ADJUSTED_CLOSE_UNRESOLVED,2013-03-25,2013-03-26,-1485,-1484,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
غسالم,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,2359.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1490,-1490,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
غشهد,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,2594.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-23,-1490,-1486,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
غنوش,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,3678.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-07-06,-1490,-1473,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
غگل,1397,2018-01-20,2017-01-17,2017-01-17,0.0,0.0,0.0,40910.0,ADJUSTED_CLOSE_UNRESOLVED,2012-12-22,2012-12-23,-1487,-1486,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فاذر,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,3042.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-30,-1123,-1114,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فایرا,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,330.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-08-03,-1123,-1080,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فباهنر,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,4325.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-24,-1123,-1120,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فجر,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,11051.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-23,-1123,-1121,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فملی,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,1884.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1123,-1123,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فولاژ,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,1803.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1123,-1123,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فپنتا,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,13886.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1123,-1123,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
لابسا,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,3014.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1123,-1123,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
لسرما,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,5638.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-07-08,-1123,-1106,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
های وب,1397,2018-07-20,2017-07-18,2017-08-27,0.0,0.0,0.0,1000.0,ADJUSTED_CLOSE_UNRESOLVED,2017-08-27,2017-09-13,40,57,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
پدرخش,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,3899.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-30,-1123,-1114,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
کاوه,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,1000.0,ADJUSTED_CLOSE_UNRESOLVED,2017-06-19,2017-10-18,-29,92,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
کبافق,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,12816.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1490,-1490,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
کفپارس,1397,2018-04-19,2017-04-18,2017-04-18,0.0,0.0,0.0,4850.0,ADJUSTED_CLOSE_UNRESOLVED,2013-03-25,2013-05-20,-1485,-1429,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
کگل,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,2000.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1490,-1490,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
حکشتی,1398,2018-10-22,2017-10-21,2017-10-21,0.0,0.0,0.0,4261.0,ADJUSTED_CLOSE_UNRESOLVED,2012-09-22,2012-09-22,-1855,-1855,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
خبهمن,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,730.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-22,-1854,-1851,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
دیران,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,1572.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1854,-1854,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
رمپنا,1398,2018-08-22,2017-08-21,2017-08-21,0.0,0.0,0.0,7116.0,ADJUSTED_CLOSE_UNRESOLVED,2017-07-22,2017-08-26,-30,5,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
زپارس,1398,2019-04-19,2018-04-17,2018-05-05,0.0,0.0,0.0,1000.0,ADJUSTED_CLOSE_UNRESOLVED,2018-05-05,2018-10-17,18,183,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
ساربیل,1398,2019-04-19,2018-04-17,2018-04-17,0.0,0.0,0.0,5937.0,ADJUSTED_CLOSE_UNRESOLVED,2014-03-19,2014-03-19,-1490,-1490,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
سخاش,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,9156.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1487,-1487,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
سخزر,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,3657.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1854,-1854,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
سدشت,1398,2019-01-20,2018-01-19,2018-01-20,0.0,0.0,0.0,1776.0,ADJUSTED_CLOSE_UNRESOLVED,2012-12-22,2012-12-23,-1854,-1853,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
سمازن,1398,2019-04-19,2018-04-17,2018-04-17,0.0,0.0,0.0,2562.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1763,-1763,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
سنیر,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,13360.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-25,-1487,-1483,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
سیلام,1398,2019-05-20,2018-05-19,2018-05-19,0.0,0.0,0.0,2300.0,ADJUSTED_CLOSE_UNRESOLVED,2013-04-20,2013-04-20,-1855,-1855,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
شپارس,1398,2019-01-20,2018-01-19,2018-01-20,0.0,0.0,0.0,1758.0,ADJUSTED_CLOSE_UNRESOLVED,2013-12-21,2013-12-21,-1490,-1490,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
غدام,1398,2019-04-19,2018-04-17,2018-04-17,0.0,0.0,0.0,6904.0,ADJUSTED_CLOSE_UNRESOLVED,2013-03-25,2013-03-26,-1849,-1848,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
غسالم,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,3548.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1854,-1854,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
غشهد,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,1736.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-23,-1854,-1850,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
غگل,1398,2019-01-20,2018-01-19,2018-01-20,0.0,0.0,0.0,17650.0,ADJUSTED_CLOSE_UNRESOLVED,2012-12-22,2012-12-23,-1854,-1853,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فاذر,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,3042.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-30,-1487,-1478,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فسپا,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,1683.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1487,-1487,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فمراد,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,6263.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-11-01,-1487,-1354,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فنورد,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,7931.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1487,-1487,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فولاژ,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,1491.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1487,-1487,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
های وب,1398,2019-07-20,2018-07-17,2018-07-17,0.0,0.0,0.0,5980.0,ADJUSTED_CLOSE_UNRESOLVED,2017-08-27,2017-09-13,-324,-307,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
کفپارس,1398,2019-04-19,2018-04-17,2018-04-17,0.0,0.0,0.0,2702.0,ADJUSTED_CLOSE_UNRESOLVED,2013-03-25,2013-05-20,-1849,-1793,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
کهمدا,1398,2018-10-22,2017-10-21,2017-10-21,0.0,0.0,0.0,7502.0,ADJUSTED_CLOSE_UNRESOLVED,2012-09-22,2012-09-22,-1855,-1855,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
بالبر,1399,2020-01-20,2019-01-19,2019-01-19,0.0,0.0,0.0,2278.0,ADJUSTED_CLOSE_UNRESOLVED,2013-12-21,2014-01-27,-1855,-1818,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
تکمبا,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,1802.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1853,-1853,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
حپترو,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,9476.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-30,-2220,-2209,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
خاذین,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,2603.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-2220,-2220,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
خرینگ,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,4198.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-23,-2220,-2216,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
دروز,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,4274.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-2220,-2220,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
دسینا,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,17736.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1853,-1853,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
ساراب,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,3451.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-2220,-2220,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
سصفها,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,12680.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1853,-1853,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
سمازن,1399,2020-04-18,2019-04-15,2019-04-15,0.0,0.0,0.0,2800.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-2126,-2126,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
سهگمت,1399,2020-05-19,2019-05-18,2019-05-18,0.0,0.0,0.0,4020.0,ADJUSTED_CLOSE_UNRESOLVED,2013-04-20,2013-04-20,-2219,-2219,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
شبندر,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,14941.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1853,-1853,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
شلعاب,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,4494.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1853,-1853,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
شپنا,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,10915.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2015-03-17,-1853,-1584,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
غبهنوش,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,12719.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-2220,-2220,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
غگل,1399,2020-01-20,2019-01-19,2019-01-19,0.0,0.0,0.0,11121.0,ADJUSTED_CLOSE_UNRESOLVED,2012-12-22,2012-12-23,-2219,-2218,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فاذر,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,4032.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-30,-1853,-1844,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
فولاژ,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,6177.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1853,-1853,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
لسرما,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,5516.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-07-08,-1853,-1836,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
های وب,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,6933.0,ADJUSTED_CLOSE_UNRESOLVED,2017-08-27,2017-09-13,-690,-673,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
پارس,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,40006.0,ADJUSTED_CLOSE_UNRESOLVED,2018-07-07,2018-07-11,-376,-372,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
چافست,1399,2020-01-20,2019-01-19,2019-01-19,0.0,0.0,0.0,5617.0,ADJUSTED_CLOSE_UNRESOLVED,2013-12-21,2013-12-28,-1855,-1848,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
چکارن,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,39161.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1853,-1853,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
کاوه,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,4756.0,ADJUSTED_CLOSE_UNRESOLVED,2017-06-19,2017-10-18,-759,-638,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
کویر,1399,2020-07-19,2019-07-18,2019-09-24,0.0,0.0,0.0,1000.0,ADJUSTED_CLOSE_UNRESOLVED,2019-09-24,2019-10-09,68,83,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
کگاز,1399,2020-07-19,2019-07-18,2019-07-20,0.0,0.0,0.0,8218.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-2220,-2220,E_ZERO_TRADE_OR_NONTRADING_OBSERVATION_USED_AS_ENDPOINT
