ticker,fiscal_year_t,target_year,temporal_folds,predictor_year_gregorian_offset621,predictor_year_gregorian_offset622,cpi_constructible_offset621,cpi_constructible_offset622,fx_constructible_offset621,fx_constructible_offset622,both_constructible_offset621,both_constructible_offset622,fx_zero_change_offset621,fx_zero_change_offset622,status_invariant_across_calendar_conventions,cpi_constructible,fx_constructible,both_constructible,fx_zero_change
کاوه,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
کاوه,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
کبافق,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
کبافق,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
کبافق,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
کبافق,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
کبافق,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
کبافق,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
کبافق,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
کرازی,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
کرازی,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
کرازی,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
کرازی,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
کرازی,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
کرازی,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
کرازی,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
کفرا,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
کفرا,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
کفرا,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
کفرا,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
کفرا,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
کفرا,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
کفرا,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
کفپارس,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
کفپارس,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
کفپارس,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
کهمدا,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
کهمدا,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
کهمدا,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
کهمدا,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
کهمدا,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
کهمدا,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
کهمدا,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
کگاز,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
کگاز,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
کگاز,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
کگاز,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
کگل,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
کگل,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
کگل,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
کگل,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
کگل,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
کگل,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
