ticker,fiscal_year_t,pair_cutoff_date,t0_trading_date,tN_trading_date,window_trading_day_count,usable_daily_return_count,d0_equity_return_window_usable,realized_volatility_usable,amihud_illiquidity_usable,in_three_variable_common_sample,m2_value_status
سبهان,1393,2015-07-20,2014-07-20,2015-07-19,241,168,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
ستران,1393,2015-07-20,2014-07-20,2015-07-19,241,231,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
سخاش,1393,2015-07-20,2014-07-20,2015-07-19,241,110,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=110 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=110 < 126
سخزر,1393,2015-07-20,2014-07-20,2015-07-19,241,139,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
سدشت,1393,2015-01-20,2014-01-20,2015-01-19,242,87,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=87 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=87 < 126
سدور,1393,2015-07-20,2014-07-20,2015-07-19,241,105,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=105 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=105 < 126
سرود,1393,2015-07-20,2014-07-20,2015-07-19,241,219,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
سشرق,1393,2015-01-20,2014-01-20,2015-01-19,242,212,True,True,True,True,OBSERVED_COMPLETE
سصفها,1393,2015-07-20,2014-07-20,2015-07-19,241,62,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=62 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=62 < 126
سغرب,1393,2015-07-20,2014-07-20,2015-07-19,241,229,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
سقاین,1393,2015-07-20,2014-07-20,2015-07-19,241,118,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=118 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=118 < 126
سمازن,1393,2015-07-20,2014-07-20,2015-07-19,241,50,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=50 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=50 < 126
سنیر,1393,2015-07-20,2014-07-20,2015-07-19,241,13,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=13 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=13 < 126
سهگمت,1393,2015-05-20,2014-05-19,2015-05-19,242,199,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
سپاها,1393,2015-01-20,2014-01-20,2015-01-19,242,234,True,True,True,True,OBSERVED_COMPLETE
سکرد,1393,2015-01-20,2014-01-20,2015-01-19,242,174,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سیلام,1393,2015-05-20,2014-05-19,2015-05-19,242,91,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=91 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=91 < 126
شاراک,1393,2015-07-20,2014-07-20,2015-07-19,241,233,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
شبریز,1393,2015-07-20,2014-07-20,2015-07-19,241,71,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=71 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=71 < 126
شبندر,1393,2015-07-20,2014-07-20,2015-07-19,241,70,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=70 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=70 < 126
شدوص,1393,2015-07-20,2014-07-20,2015-07-19,241,219,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
شفارس,1393,2015-07-20,2014-07-20,2015-07-19,241,215,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
شلعاب,1393,2015-07-20,2014-07-20,2015-07-19,241,205,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
شپارس,1393,2015-01-20,2014-01-20,2015-01-19,242,118,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=118 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=118 < 126
شپنا,1393,2015-07-20,2014-07-20,2015-07-19,241,71,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=71 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=71 < 126
شکربن,1393,2015-07-20,2014-07-20,2015-07-19,241,226,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
شکلر,1393,2015-01-20,2014-01-20,2015-01-19,242,206,True,True,True,True,OBSERVED_COMPLETE
شیران,1393,2015-04-19,2014-04-19,2015-04-18,242,227,True,True,True,True,OBSERVED_COMPLETE
غبهنوش,1393,2015-07-20,2014-07-20,2015-07-19,241,204,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
غدام,1393,2015-04-19,2014-04-19,2015-04-18,242,107,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=107 < 126; adjusted_close missing at window start t0; usable_amihud_day_count=107 < 126
غسالم,1393,2015-07-20,2014-07-20,2015-07-19,241,97,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=97 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=97 < 126
غشان,1393,2015-07-20,2014-07-20,2015-07-19,241,187,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
غشهد,1393,2015-07-20,2014-07-20,2015-07-19,241,154,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
غنوش,1393,2015-07-20,2014-07-20,2015-07-19,241,13,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=13 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=13 < 126
غگل,1393,2015-01-20,2014-01-20,2015-01-19,242,21,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=21 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=21 < 126
فاذر,1393,2015-07-20,2014-07-20,2015-07-19,241,224,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
فایرا,1393,2015-07-20,2014-07-20,2015-07-19,241,187,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فباهنر,1393,2015-07-20,2014-07-20,2015-07-19,241,219,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
فجام,1393,2015-07-20,2014-07-20,2015-07-19,241,169,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فجر,1393,2015-07-20,2014-07-20,2015-07-19,241,44,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=44 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=44 < 126
فخوز,1393,2015-07-20,2014-07-20,2015-07-19,241,207,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
فرآور,1393,2015-07-20,2014-07-20,2015-07-19,241,229,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
فسرب,1393,2015-07-20,2014-07-20,2015-07-19,241,206,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
فسپا,1393,2015-07-20,2014-07-20,2015-07-19,241,34,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=34 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=34 < 126
فمراد,1393,2015-07-20,2014-07-20,2015-07-19,241,75,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=75 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=75 < 126
فملی,1393,2015-07-20,2014-07-20,2015-07-19,241,210,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
فنورد,1393,2015-07-20,2014-07-20,2015-07-19,241,100,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=100 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=100 < 126
فولاژ,1393,2015-07-20,2014-07-20,2015-07-19,241,225,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
فپنتا,1393,2015-07-20,2014-07-20,2015-07-19,241,122,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=122 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=122 < 126
لابسا,1393,2015-07-20,2014-07-20,2015-07-19,241,207,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
لبوتان,1393,2015-07-20,2014-07-20,2015-07-19,241,142,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
لخزر,1393,2015-07-20,2014-07-20,2015-07-19,241,178,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
لسرما,1393,2015-07-20,2014-07-20,2015-07-19,241,209,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
پدرخش,1393,2015-07-20,2014-07-20,2015-07-19,241,148,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
پسهند,1393,2015-07-20,2014-07-20,2015-07-19,241,216,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
پلاسک,1393,2015-07-20,2014-07-20,2015-07-19,241,215,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
چافست,1393,2015-01-20,2014-01-20,2015-01-19,242,137,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
چکارن,1393,2015-07-20,2014-07-20,2015-07-19,241,204,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
کبافق,1393,2015-07-20,2014-07-20,2015-07-19,241,230,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
کرازی,1393,2015-07-20,2014-07-20,2015-07-19,241,200,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
کفرا,1393,2015-07-20,2014-07-20,2015-07-19,241,222,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
کفپارس,1393,2015-04-19,2014-04-19,2015-04-18,242,57,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=57 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=57 < 126
کهمدا,1393,2014-10-22,2013-10-21,2014-10-21,244,229,True,True,True,True,OBSERVED_COMPLETE
کگاز,1393,2015-07-20,2014-07-20,2015-07-19,241,220,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
کگل,1393,2015-07-20,2014-07-20,2015-07-19,241,218,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
بالبر,1394,2016-01-20,2015-01-19,2016-01-19,246,81,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=81 < 126; adjusted_close missing at window start t0; usable_amihud_day_count=81 < 126
بترانس,1394,2016-07-19,2015-07-19,2016-07-18,247,234,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
بموتو,1394,2016-01-20,2015-01-19,2016-01-19,246,157,True,True,True,True,OBSERVED_COMPLETE
بکاب,1394,2016-01-20,2015-01-19,2016-01-19,246,198,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
بکام,1394,2016-07-19,2015-07-19,2016-07-18,247,214,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
تپمپی,1394,2015-10-22,2014-10-21,2015-10-21,245,173,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
تکمبا,1394,2016-07-19,2015-07-19,2016-07-18,247,236,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ثشرق,1394,2016-01-20,2015-01-19,2016-01-19,246,233,True,True,True,True,OBSERVED_COMPLETE
ثنوسا,1394,2016-01-20,2015-01-19,2016-01-19,246,223,True,True,True,True,OBSERVED_COMPLETE
جم,1394,2016-07-19,2015-08-08,2016-07-18,233,226,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
حپترو,1394,2016-07-19,2015-07-19,2016-07-18,247,241,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
حکشتی,1394,2015-10-22,2014-10-21,2015-10-21,245,179,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
خاذین,1394,2016-07-19,2015-07-19,2016-07-18,247,216,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
خبهمن,1394,2016-07-19,2015-07-19,2016-07-18,247,236,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ختوقا,1394,2016-07-19,2015-07-19,2016-07-18,247,217,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
خرینگ,1394,2016-07-19,2015-07-19,2016-07-18,247,205,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
خمحور,1394,2016-07-19,2015-07-19,2016-07-18,247,194,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
خمهر,1394,2016-07-19,2015-07-19,2016-07-18,247,220,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
خنصیر,1394,2016-07-19,2015-07-19,2016-07-18,247,185,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
خوساز,1394,2016-07-19,2015-07-19,2016-07-18,247,218,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
خچرخش,1394,2016-07-19,2015-07-19,2016-07-18,247,182,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
خکمک,1394,2016-07-19,2015-07-19,2016-07-18,247,232,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ددام,1394,2016-07-19,2015-07-19,2016-07-18,247,136,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دروز,1394,2016-07-19,2015-07-19,2016-07-18,247,179,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
دسبحا,1394,2016-07-19,2015-07-19,2016-07-18,247,236,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دسینا,1394,2016-07-19,2015-07-19,2016-07-18,247,202,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دشیمی,1394,2016-07-19,2015-07-19,2016-07-18,247,163,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
دیران,1394,2016-07-19,2015-07-19,2016-07-18,247,231,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
رانفور,1394,2016-07-19,2015-07-19,2016-07-18,247,240,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
زمگسا,1394,2016-07-19,2015-07-19,2016-07-18,247,233,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ساراب,1394,2016-07-19,2015-07-19,2016-07-18,247,224,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
ساربیل,1394,2016-04-18,2015-04-18,2016-04-17,246,13,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=13 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=13 < 126
ساروم,1394,2016-07-19,2015-07-19,2016-07-18,247,103,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=103 < 126; adjusted_close missing at window start t0; usable_amihud_day_count=103 < 126
سبجنو,1394,2016-07-19,2015-07-19,2016-07-18,247,52,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=52 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=52 < 126
سبهان,1394,2016-07-19,2015-07-19,2016-07-18,247,150,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ستران,1394,2016-07-19,2015-07-19,2016-07-18,247,226,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سخاش,1394,2016-07-19,2015-07-19,2016-07-18,247,82,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=82 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=82 < 126
سخزر,1394,2016-07-19,2015-07-19,2016-07-18,247,106,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=106 < 126; adjusted_close missing at window start t0; usable_amihud_day_count=106 < 126
سخوز,1394,2016-07-19,2015-07-19,2016-07-18,247,234,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سدشت,1394,2016-01-20,2015-01-19,2016-01-19,246,26,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=26 < 126; adjusted_close missing at window start t0; usable_amihud_day_count=26 < 126
سدور,1394,2016-07-19,2015-07-19,2016-07-18,247,161,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سرود,1394,2016-07-19,2015-07-19,2016-07-18,247,220,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سشرق,1394,2016-01-20,2015-01-19,2016-01-19,246,206,True,True,True,True,OBSERVED_COMPLETE
سصفها,1394,2016-07-19,2015-07-19,2016-07-18,247,18,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=18 < 126; adjusted_close missing at window start t0; usable_amihud_day_count=18 < 126
سغرب,1394,2016-07-19,2015-07-19,2016-07-18,247,215,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سقاین,1394,2016-07-19,2015-07-19,2016-07-18,247,162,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سمازن,1394,2016-07-19,2015-07-19,2016-07-18,247,15,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=15 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=15 < 126
سنیر,1394,2016-07-19,2015-07-19,2016-07-18,247,6,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=6 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=6 < 126
سهگمت,1394,2016-05-19,2015-05-18,2016-05-18,249,158,True,True,True,True,OBSERVED_COMPLETE
سپاها,1394,2016-01-20,2015-01-19,2016-01-19,246,232,True,True,True,True,OBSERVED_COMPLETE
سکرد,1394,2016-01-20,2015-01-19,2016-01-19,246,175,True,True,True,True,OBSERVED_COMPLETE
سیلام,1394,2016-05-19,2015-05-18,2016-05-18,249,28,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=28 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=28 < 126
شاراک,1394,2016-07-19,2015-07-19,2016-07-18,247,208,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
شبریز,1394,2016-07-19,2015-07-19,2016-07-18,247,209,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
شبندر,1394,2016-07-19,2015-07-19,2016-07-18,247,189,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
شدوص,1394,2016-07-19,2015-07-19,2016-07-18,247,214,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
شفارس,1394,2016-07-19,2015-07-19,2016-07-18,247,195,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
شلعاب,1394,2016-07-19,2015-07-19,2016-07-18,247,200,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
شپارس,1394,2016-01-20,2015-01-19,2016-01-19,246,91,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=91 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=91 < 126
شپنا,1394,2016-07-19,2015-07-19,2016-07-18,247,228,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
شکربن,1394,2016-07-19,2015-07-19,2016-07-18,247,215,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
شکلر,1394,2016-01-20,2015-01-19,2016-01-19,246,215,True,True,True,True,OBSERVED_COMPLETE
شیران,1394,2016-04-18,2015-04-18,2016-04-17,246,228,True,True,True,True,OBSERVED_COMPLETE
غبهنوش,1394,2016-07-19,2015-07-19,2016-07-18,247,183,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
غدام,1394,2016-04-18,2015-04-18,2016-04-17,246,6,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=6 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=6 < 126
غسالم,1394,2016-07-19,2015-07-19,2016-07-18,247,115,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=115 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=115 < 126
غشان,1394,2016-07-19,2015-07-19,2016-07-18,247,216,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
غشهد,1394,2016-07-19,2015-07-19,2016-07-18,247,113,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=113 < 126; adjusted_close missing at window start t0; usable_amihud_day_count=113 < 126
غنوش,1394,2016-07-19,2015-07-19,2016-07-18,247,0,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=0 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=0 < 126
غگل,1394,2016-01-20,2015-01-19,2016-01-19,246,46,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=46 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=46 < 126
فاذر,1394,2016-07-19,2015-07-19,2016-07-18,247,216,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
فایرا,1394,2016-07-19,2015-07-19,2016-07-18,247,60,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=60 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=60 < 126
فباهنر,1394,2016-07-19,2015-07-19,2016-07-18,247,239,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
فجام,1394,2016-07-19,2015-07-19,2016-07-18,247,133,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فجر,1394,2016-07-19,2015-07-19,2016-07-18,247,36,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=36 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=36 < 126
فخوز,1394,2016-07-19,2015-07-19,2016-07-18,247,183,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
فرآور,1394,2016-07-19,2015-07-19,2016-07-18,247,200,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
فسرب,1394,2016-07-19,2015-07-19,2016-07-18,247,230,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
فسپا,1394,2016-07-19,2015-07-19,2016-07-18,247,21,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=21 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=21 < 126
فمراد,1394,2016-07-19,2015-07-19,2016-07-18,247,222,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فملی,1394,2016-07-19,2015-07-19,2016-07-18,247,215,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فنورد,1394,2016-07-19,2015-07-19,2016-07-18,247,72,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=72 < 126; adjusted_close missing at window start t0; usable_amihud_day_count=72 < 126
فولاژ,1394,2016-07-19,2015-07-19,2016-07-18,247,224,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فپنتا,1394,2016-07-19,2015-07-19,2016-07-18,247,144,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
لابسا,1394,2016-07-19,2015-07-19,2016-07-18,247,225,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
لبوتان,1394,2016-07-19,2015-07-19,2016-07-18,247,149,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
لخزر,1394,2016-07-19,2015-07-19,2016-07-18,247,219,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
لسرما,1394,2016-07-19,2015-07-19,2016-07-18,247,227,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
همراه,1394,2016-07-19,2015-07-19,2016-07-18,247,239,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
پدرخش,1394,2016-07-19,2015-07-19,2016-07-18,247,179,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
پسهند,1394,2016-07-19,2015-07-19,2016-07-18,247,224,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
پلاسک,1394,2016-07-19,2015-07-19,2016-07-18,247,232,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
چافست,1394,2016-01-20,2015-01-19,2016-01-19,246,227,True,True,True,True,OBSERVED_COMPLETE
چکارن,1394,2016-07-19,2015-07-19,2016-07-18,247,204,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
کبافق,1394,2016-07-19,2015-07-19,2016-07-18,247,210,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
کرازی,1394,2016-07-19,2015-07-19,2016-07-18,247,227,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
کفرا,1394,2016-07-19,2015-07-19,2016-07-18,247,209,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
کفپارس,1394,2016-04-18,2015-04-18,2016-04-17,246,173,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
کهمدا,1394,2015-10-22,2014-10-21,2015-10-21,245,230,True,True,True,True,OBSERVED_COMPLETE
کگاز,1394,2016-07-19,2015-07-19,2016-07-18,247,208,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
کگل,1394,2016-07-19,2015-07-19,2016-07-18,247,205,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
بالبر,1395,2017-01-19,2016-01-18,2017-01-18,246,215,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
