ticker,fiscal_year_t,pair_cutoff_date,t0_trading_date,tN_trading_date,window_trading_day_count,usable_daily_return_count,d0_equity_return_window_usable,realized_volatility_usable,amihud_illiquidity_usable,in_three_variable_common_sample,m2_value_status
خوساز,1397,2019-07-20,2018-07-17,2019-07-17,246,192,True,True,True,True,OBSERVED_COMPLETE
خچرخش,1397,2019-07-20,2018-07-17,2019-07-17,246,234,True,True,True,True,OBSERVED_COMPLETE
خکمک,1397,2019-07-20,2018-07-17,2019-07-17,246,228,True,True,True,True,OBSERVED_COMPLETE
ددام,1397,2019-07-20,2018-07-17,2019-07-17,246,196,True,True,True,True,OBSERVED_COMPLETE
دروز,1397,2019-07-20,2018-07-17,2019-07-17,246,224,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
دسبحا,1397,2019-07-20,2018-07-17,2019-07-17,246,231,True,True,True,True,OBSERVED_COMPLETE
دسینا,1397,2019-07-20,2018-07-17,2019-07-17,246,228,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
دشیمی,1397,2019-07-20,2018-07-17,2019-07-17,246,230,True,True,True,True,OBSERVED_COMPLETE
دیران,1397,2019-07-20,2018-07-17,2019-07-17,246,227,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
رانفور,1397,2019-07-20,2018-07-17,2019-07-17,246,232,True,True,True,True,OBSERVED_COMPLETE
رمپنا,1397,2018-08-22,2017-08-21,2018-08-21,245,171,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
زمگسا,1397,2019-07-20,2018-07-17,2019-07-17,246,222,True,True,True,True,OBSERVED_COMPLETE
زپارس,1397,2019-04-19,2018-05-05,2019-04-17,234,114,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=114 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=114 < 126
ساراب,1397,2019-07-20,2018-07-17,2019-07-17,246,238,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
ساربیل,1397,2019-04-19,2018-04-17,2019-04-17,245,134,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ساروم,1397,2019-07-20,2018-07-17,2019-07-17,246,237,True,True,True,True,OBSERVED_COMPLETE
سبجنو,1397,2019-07-20,2018-07-17,2019-07-17,246,230,True,True,True,True,OBSERVED_COMPLETE
سبهان,1397,2019-07-20,2018-07-17,2019-07-17,246,222,True,True,True,True,OBSERVED_COMPLETE
ستران,1397,2019-07-20,2018-07-17,2019-07-17,246,204,True,True,True,True,OBSERVED_COMPLETE
سخاش,1397,2019-07-20,2018-07-17,2019-07-17,246,195,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سخزر,1397,2019-07-20,2018-07-17,2019-07-17,246,203,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سخوز,1397,2019-07-20,2018-07-17,2019-07-17,246,227,True,True,True,True,OBSERVED_COMPLETE
سدشت,1397,2019-01-20,2018-01-20,2019-01-19,243,109,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=109 < 126; adjusted_close missing at window start t0; usable_amihud_day_count=109 < 126
سدور,1397,2019-07-20,2018-07-17,2019-07-17,246,234,True,True,True,True,OBSERVED_COMPLETE
سرود,1397,2019-07-20,2018-07-17,2019-07-17,246,229,True,True,True,True,OBSERVED_COMPLETE
سشرق,1397,2019-01-20,2018-01-20,2019-01-19,243,225,True,True,True,True,OBSERVED_COMPLETE
سصفها,1397,2019-07-20,2018-07-17,2019-07-17,246,230,True,True,True,True,OBSERVED_COMPLETE
سغرب,1397,2019-07-20,2018-07-17,2019-07-17,246,219,True,True,True,True,OBSERVED_COMPLETE
سقاین,1397,2019-07-20,2018-07-17,2019-07-17,246,233,True,True,True,True,OBSERVED_COMPLETE
سمازن,1397,2019-04-19,2018-04-17,2019-04-17,245,172,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سنیر,1397,2019-07-20,2018-07-17,2019-07-17,246,172,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سهگمت,1397,2019-05-20,2018-05-19,2019-05-19,245,226,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
سپاها,1397,2019-01-20,2018-01-20,2019-01-19,243,218,True,True,True,True,OBSERVED_COMPLETE
سکرد,1397,2019-01-20,2018-01-20,2019-01-19,243,217,True,True,True,True,OBSERVED_COMPLETE
سیلام,1397,2019-05-20,2018-05-19,2019-05-19,245,203,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
شاراک,1397,2019-07-20,2018-07-17,2019-07-17,246,237,True,True,True,True,OBSERVED_COMPLETE
شبریز,1397,2019-07-20,2018-07-17,2019-07-17,246,232,True,True,True,True,OBSERVED_COMPLETE
شبندر,1397,2019-07-20,2018-07-17,2019-07-17,246,231,True,True,True,True,OBSERVED_COMPLETE
شدوص,1397,2019-07-20,2018-07-17,2019-07-17,246,199,True,True,True,True,OBSERVED_COMPLETE
شفارس,1397,2019-07-20,2018-07-17,2019-07-17,246,230,True,True,True,True,OBSERVED_COMPLETE
شلعاب,1397,2019-07-20,2018-07-17,2019-07-17,246,231,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
شپارس,1397,2019-01-20,2018-01-20,2019-01-19,243,219,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
شپنا,1397,2019-07-20,2018-07-17,2019-07-17,246,229,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
شکربن,1397,2019-07-20,2018-07-17,2019-07-17,246,225,True,True,True,True,OBSERVED_COMPLETE
شیران,1397,2019-04-19,2018-04-17,2019-04-17,245,231,True,True,True,True,OBSERVED_COMPLETE
غبهنوش,1397,2019-07-20,2018-07-17,2019-07-17,246,231,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
غدام,1397,2019-04-19,2018-04-17,2019-04-17,245,146,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
غسالم,1397,2019-07-20,2018-07-17,2019-07-17,246,185,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
غشان,1397,2019-07-20,2018-07-17,2019-07-17,246,217,True,True,True,True,OBSERVED_COMPLETE
غشهد,1397,2019-07-20,2018-07-17,2019-07-17,246,149,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
غنوش,1397,2019-07-20,2018-07-17,2019-07-17,246,2,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=2 < 126; usable_amihud_day_count=2 < 126
غگل,1397,2019-01-20,2018-01-20,2019-01-19,243,219,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فاذر,1397,2019-07-20,2018-07-17,2019-07-17,246,221,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
فایرا,1397,2019-07-20,2018-07-17,2019-07-17,246,237,True,True,True,True,OBSERVED_COMPLETE
فباهنر,1397,2019-07-20,2018-07-17,2019-07-17,246,235,True,True,True,True,OBSERVED_COMPLETE
فجام,1397,2019-07-20,2018-07-17,2019-07-17,246,197,True,True,True,True,OBSERVED_COMPLETE
فجر,1397,2019-07-20,2018-07-17,2019-07-17,246,197,True,True,True,True,OBSERVED_COMPLETE
فخوز,1397,2019-07-20,2018-07-17,2019-07-17,246,232,True,True,True,True,OBSERVED_COMPLETE
فرآور,1397,2019-07-20,2018-07-17,2019-07-17,246,231,True,True,True,True,OBSERVED_COMPLETE
فسرب,1397,2019-07-20,2018-07-17,2019-07-17,246,234,True,True,True,True,OBSERVED_COMPLETE
فسپا,1397,2019-07-20,2018-07-17,2019-07-17,246,224,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
فمراد,1397,2019-07-20,2018-07-17,2019-07-17,246,230,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
فملی,1397,2019-07-20,2018-07-17,2019-07-17,246,230,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
فنورد,1397,2019-07-20,2018-07-17,2019-07-17,246,202,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
فولاژ,1397,2019-07-20,2018-07-17,2019-07-17,246,224,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فپنتا,1397,2019-07-20,2018-07-17,2019-07-17,246,232,True,True,True,True,OBSERVED_COMPLETE
لابسا,1397,2019-07-20,2018-07-17,2019-07-17,246,213,True,True,True,True,OBSERVED_COMPLETE
لبوتان,1397,2019-07-20,2018-07-17,2019-07-17,246,228,True,True,True,True,OBSERVED_COMPLETE
لخزر,1397,2019-07-20,2018-07-17,2019-07-17,246,238,True,True,True,True,OBSERVED_COMPLETE
لسرما,1397,2019-07-20,2018-07-17,2019-07-17,246,207,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
های وب,1397,2019-07-20,2018-07-17,2019-07-17,246,192,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
همراه,1397,2019-07-20,2018-07-17,2019-07-17,246,224,True,True,True,True,OBSERVED_COMPLETE
پارس,1397,2019-07-20,2018-07-17,2019-07-17,246,237,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
پدرخش,1397,2019-07-20,2018-07-17,2019-07-17,246,224,True,True,True,True,OBSERVED_COMPLETE
پرداخت,1397,2019-07-20,2018-07-17,2019-07-17,246,231,True,True,True,True,OBSERVED_COMPLETE
پسهند,1397,2019-07-20,2018-07-17,2019-07-17,246,232,True,True,True,True,OBSERVED_COMPLETE
پلاسک,1397,2019-07-20,2018-07-17,2019-07-17,246,234,True,True,True,True,OBSERVED_COMPLETE
چافست,1397,2019-01-20,2018-01-20,2019-01-19,243,226,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
چکارن,1397,2019-07-20,2018-07-17,2019-07-17,246,213,True,True,True,True,OBSERVED_COMPLETE
کاوه,1397,2019-07-20,2018-07-17,2019-07-17,246,234,True,True,True,True,OBSERVED_COMPLETE
کبافق,1397,2019-07-20,2018-07-17,2019-07-17,246,130,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
کرازی,1397,2019-07-20,2018-07-17,2019-07-17,246,224,True,True,True,True,OBSERVED_COMPLETE
کفرا,1397,2019-07-20,2018-07-17,2019-07-17,246,231,True,True,True,True,OBSERVED_COMPLETE
کفپارس,1397,2019-04-19,2018-04-17,2019-04-17,245,180,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
کهمدا,1397,2018-10-22,2017-10-21,2018-10-21,246,220,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
کگاز,1397,2019-07-20,2018-07-17,2019-07-17,246,222,True,True,True,True,OBSERVED_COMPLETE
کگل,1397,2019-07-20,2018-07-17,2019-07-17,246,227,True,True,True,True,OBSERVED_COMPLETE
بالبر,1398,2020-01-20,2019-01-19,2020-01-19,240,223,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
بترانس,1398,2020-07-19,2019-07-20,2020-07-18,240,217,True,True,True,True,OBSERVED_COMPLETE
بموتو,1398,2020-01-20,2019-01-19,2020-01-19,240,228,True,True,True,True,OBSERVED_COMPLETE
بکاب,1398,2020-01-20,2019-01-19,2020-01-19,240,225,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
بکام,1398,2020-07-19,2019-07-20,2020-07-18,240,202,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
تپمپی,1398,2019-10-22,2018-10-21,2019-10-21,241,234,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
تکمبا,1398,2020-07-19,2019-07-20,2020-07-18,240,228,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ثشرق,1398,2020-01-20,2019-01-19,2020-01-19,240,227,True,True,True,True,OBSERVED_COMPLETE
ثنوسا,1398,2020-01-20,2019-01-19,2020-01-19,240,196,True,True,True,True,OBSERVED_COMPLETE
جم,1398,2020-07-19,2019-07-20,2020-07-18,240,219,True,True,True,True,OBSERVED_COMPLETE
جم پیلن,1398,2020-07-19,2019-07-20,2020-07-18,240,227,True,True,True,True,OBSERVED_COMPLETE
حپترو,1398,2020-07-19,2019-07-20,2020-07-18,240,231,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
حکشتی,1398,2019-10-22,2018-10-21,2019-10-21,241,239,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
خاذین,1398,2020-07-19,2019-07-20,2020-07-18,240,228,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
خبهمن,1398,2020-07-19,2019-07-20,2020-07-18,240,223,True,True,True,True,OBSERVED_COMPLETE
ختوقا,1398,2020-07-19,2019-07-20,2020-07-18,240,203,True,True,True,True,OBSERVED_COMPLETE
خرینگ,1398,2020-07-19,2019-07-20,2020-07-18,240,223,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
خمحور,1398,2020-07-19,2019-07-20,2020-07-18,240,229,True,True,True,True,OBSERVED_COMPLETE
خمهر,1398,2020-07-19,2019-07-20,2020-07-18,240,225,True,True,True,True,OBSERVED_COMPLETE
خنصیر,1398,2020-07-19,2019-07-20,2020-07-18,240,225,True,True,True,True,OBSERVED_COMPLETE
خوساز,1398,2020-07-19,2019-07-20,2020-07-18,240,225,True,True,True,True,OBSERVED_COMPLETE
خچرخش,1398,2020-07-19,2019-07-20,2020-07-18,240,232,True,True,True,True,OBSERVED_COMPLETE
خکمک,1398,2020-07-19,2019-07-20,2020-07-18,240,219,True,True,True,True,OBSERVED_COMPLETE
ددام,1398,2020-07-19,2019-07-20,2020-07-18,240,228,True,True,True,True,OBSERVED_COMPLETE
دروز,1398,2020-07-19,2019-07-20,2020-07-18,240,231,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دسبحا,1398,2020-07-19,2019-07-20,2020-07-18,240,228,True,True,True,True,OBSERVED_COMPLETE
دسینا,1398,2020-07-19,2019-07-20,2020-07-18,240,226,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دشیمی,1398,2020-07-19,2019-07-20,2020-07-18,240,226,True,True,True,True,OBSERVED_COMPLETE
دیران,1398,2020-04-18,2019-04-15,2020-04-15,241,222,True,True,True,True,OBSERVED_COMPLETE
رانفور,1398,2020-07-19,2019-07-20,2020-07-18,240,232,True,True,True,True,OBSERVED_COMPLETE
رمپنا,1398,2019-08-22,2018-08-21,2019-08-21,242,217,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
زمگسا,1398,2020-07-19,2019-07-20,2020-07-18,240,225,True,True,True,True,OBSERVED_COMPLETE
زپارس,1398,2020-04-18,2019-04-15,2020-04-15,241,229,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
ساراب,1398,2020-07-19,2019-07-20,2020-07-18,240,233,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ساربیل,1398,2020-04-18,2019-04-15,2020-04-15,241,233,True,True,True,True,OBSERVED_COMPLETE
ساروم,1398,2020-07-19,2019-07-20,2020-07-18,240,225,True,True,True,True,OBSERVED_COMPLETE
سبجنو,1398,2020-07-19,2019-07-20,2020-07-18,240,229,True,True,True,True,OBSERVED_COMPLETE
سبهان,1398,2020-07-19,2019-07-20,2020-07-18,240,222,True,True,True,True,OBSERVED_COMPLETE
ستران,1398,2020-07-19,2019-07-20,2020-07-18,240,220,True,True,True,True,OBSERVED_COMPLETE
سخاش,1398,2020-07-19,2019-07-20,2020-07-18,240,225,True,True,True,True,OBSERVED_COMPLETE
سخزر,1398,2020-07-19,2019-07-20,2020-07-18,240,230,True,True,True,True,OBSERVED_COMPLETE
سخوز,1398,2020-07-19,2019-07-20,2020-07-18,240,229,True,True,True,True,OBSERVED_COMPLETE
سدشت,1398,2020-01-20,2019-01-19,2020-01-19,240,222,True,True,True,True,OBSERVED_COMPLETE
سدور,1398,2020-07-19,2019-07-20,2020-07-18,240,229,True,True,True,True,OBSERVED_COMPLETE
سرود,1398,2020-07-19,2019-07-20,2020-07-18,240,229,True,True,True,True,OBSERVED_COMPLETE
سشرق,1398,2020-01-20,2019-01-19,2020-01-19,240,227,True,True,True,True,OBSERVED_COMPLETE
سصفها,1398,2020-07-19,2019-07-20,2020-07-18,240,223,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سغرب,1398,2020-07-19,2019-07-20,2020-07-18,240,231,True,True,True,True,OBSERVED_COMPLETE
سقاین,1398,2020-07-19,2019-07-20,2020-07-18,240,229,True,True,True,True,OBSERVED_COMPLETE
سمازن,1398,2020-04-18,2019-04-15,2020-04-15,241,232,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
سنیر,1398,2020-07-19,2019-07-20,2020-07-18,240,231,True,True,True,True,OBSERVED_COMPLETE
سهگمت,1398,2020-05-19,2019-05-18,2020-05-18,242,227,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سپاها,1398,2020-01-20,2019-01-19,2020-01-19,240,235,True,True,True,True,OBSERVED_COMPLETE
سکرد,1398,2020-01-20,2019-01-19,2020-01-19,240,222,True,True,True,True,OBSERVED_COMPLETE
سیلام,1398,2020-05-19,2019-05-18,2020-05-18,242,228,True,True,True,True,OBSERVED_COMPLETE
شاراک,1398,2020-07-19,2019-07-20,2020-07-18,240,231,True,True,True,True,OBSERVED_COMPLETE
شبریز,1398,2020-07-19,2019-07-20,2020-07-18,240,217,True,True,True,True,OBSERVED_COMPLETE
شبندر,1398,2020-07-19,2019-07-20,2020-07-18,240,221,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
شدوص,1398,2020-07-19,2019-07-20,2020-07-18,240,227,True,True,True,True,OBSERVED_COMPLETE
شفارس,1398,2020-07-19,2019-07-20,2020-07-18,240,233,True,True,True,True,OBSERVED_COMPLETE
شلعاب,1398,2020-07-19,2019-07-20,2020-07-18,240,217,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
شپارس,1398,2020-01-20,2019-01-19,2020-01-19,240,230,True,True,True,True,OBSERVED_COMPLETE
شپنا,1398,2020-07-19,2019-07-20,2020-07-18,240,224,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
شکربن,1398,2020-07-19,2019-07-20,2020-07-18,240,229,True,True,True,True,OBSERVED_COMPLETE
شکلر,1398,2019-12-21,2018-12-18,2019-12-18,241,231,True,True,True,True,OBSERVED_COMPLETE
شیران,1398,2020-04-18,2019-04-15,2020-04-15,241,220,True,True,True,True,OBSERVED_COMPLETE
غبهنوش,1398,2020-07-19,2019-07-20,2020-07-18,240,222,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
غدام,1398,2020-04-18,2019-04-15,2020-04-15,241,238,True,True,True,True,OBSERVED_COMPLETE
غسالم,1398,2020-07-19,2019-07-20,2020-07-18,240,216,True,True,True,True,OBSERVED_COMPLETE
غشان,1398,2020-07-19,2019-07-20,2020-07-18,240,218,True,True,True,True,OBSERVED_COMPLETE
غشهد,1398,2020-07-19,2019-07-20,2020-07-18,240,207,True,True,True,True,OBSERVED_COMPLETE
غنوش,1398,2020-07-19,2019-07-20,2020-07-18,240,142,True,True,True,True,OBSERVED_COMPLETE
غگل,1398,2020-01-20,2019-01-19,2020-01-19,240,228,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فاذر,1398,2020-07-19,2019-07-20,2020-07-18,240,212,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فایرا,1398,2020-07-19,2019-07-20,2020-07-18,240,223,True,True,True,True,OBSERVED_COMPLETE
فباهنر,1398,2020-07-19,2019-07-20,2020-07-18,240,206,True,True,True,True,OBSERVED_COMPLETE
فجام,1398,2020-07-19,2019-07-20,2020-07-18,240,231,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
فجر,1398,2020-07-19,2019-07-20,2020-07-18,240,231,True,True,True,True,OBSERVED_COMPLETE
فخوز,1398,2020-07-19,2019-07-20,2020-07-18,240,236,True,True,True,True,OBSERVED_COMPLETE
فرآور,1398,2020-07-19,2019-07-20,2020-07-18,240,207,True,True,True,True,OBSERVED_COMPLETE
فسرب,1398,2020-07-19,2019-07-20,2020-07-18,240,226,True,True,True,True,OBSERVED_COMPLETE
فسپا,1398,2020-07-19,2019-07-20,2020-07-18,240,236,True,True,True,True,OBSERVED_COMPLETE
فمراد,1398,2020-07-19,2019-07-20,2020-07-18,240,221,True,True,True,True,OBSERVED_COMPLETE
فملی,1398,2020-07-19,2019-07-20,2020-07-18,240,227,True,True,True,True,OBSERVED_COMPLETE
فنورد,1398,2020-07-19,2019-07-20,2020-07-18,240,223,True,True,True,True,OBSERVED_COMPLETE
فولاژ,1398,2020-07-19,2019-07-20,2020-07-18,240,226,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فپنتا,1398,2020-07-19,2019-07-20,2020-07-18,240,235,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
لابسا,1398,2020-07-19,2019-07-20,2020-07-18,240,237,True,True,True,True,OBSERVED_COMPLETE
لبوتان,1398,2020-07-19,2019-07-20,2020-07-18,240,233,True,True,True,True,OBSERVED_COMPLETE
لخزر,1398,2020-07-19,2019-07-20,2020-07-18,240,205,True,True,True,True,OBSERVED_COMPLETE
لسرما,1398,2020-07-19,2019-07-20,2020-07-18,240,228,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
نوری,1398,2020-07-19,2019-07-20,2020-07-18,240,217,True,True,True,True,OBSERVED_COMPLETE
های وب,1398,2020-07-19,2019-07-20,2020-07-18,240,224,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
همراه,1398,2020-07-19,2019-07-20,2020-07-18,240,233,True,True,True,True,OBSERVED_COMPLETE
پارس,1398,2020-07-19,2019-07-20,2020-07-18,240,228,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
پدرخش,1398,2020-07-19,2019-07-20,2020-07-18,240,226,True,True,True,True,OBSERVED_COMPLETE
پرداخت,1398,2020-07-19,2019-07-20,2020-07-18,240,235,True,True,True,True,OBSERVED_COMPLETE
پسهند,1398,2020-07-19,2019-07-20,2020-07-18,240,227,True,True,True,True,OBSERVED_COMPLETE
پلاسک,1398,2020-07-19,2019-07-20,2020-07-18,240,229,True,True,True,True,OBSERVED_COMPLETE
چافست,1398,2020-01-20,2019-01-19,2020-01-19,240,220,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
چکارن,1398,2020-07-19,2019-07-20,2020-07-18,240,195,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
کاوه,1398,2020-07-19,2019-07-20,2020-07-18,240,216,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
کبافق,1398,2020-07-19,2019-07-20,2020-07-18,240,206,True,True,True,True,OBSERVED_COMPLETE
کرازی,1398,2020-07-19,2019-07-20,2020-07-18,240,226,True,True,True,True,OBSERVED_COMPLETE
کفرا,1398,2020-07-19,2019-07-20,2020-07-18,240,215,True,True,True,True,OBSERVED_COMPLETE
کفپارس,1398,2020-04-18,2019-04-15,2020-04-15,241,209,True,True,True,True,OBSERVED_COMPLETE
کهمدا,1398,2019-10-22,2018-10-21,2019-10-21,241,237,True,True,True,True,OBSERVED_COMPLETE
کویر,1398,2020-07-19,2019-09-24,2020-07-18,196,172,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
کگاز,1398,2020-07-19,2019-07-20,2020-07-18,240,222,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
کگل,1398,2020-07-19,2019-07-20,2020-07-18,240,218,True,True,True,True,OBSERVED_COMPLETE
