unique_request_id,request_type,InsCode,ISIN,ticker,endpoint_date,range_start_date,range_end_date,occurrence_count,evidence_reason,qTotCap,qTotTran5J,zTotTran,raw_close
UNQ0168,POINT_DATE,30719054967088301,IRO1COMB0001,تکمبا,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,802.0
UNQ0169,POINT_DATE,30719054967088301,IRO1COMB0001,تکمبا,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,758.0
UNQ0170,POINT_DATE,30719054967088301,IRO1COMB0001,تکمبا,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1802.0
UNQ0171,POINT_DATE,30719054967088301,IRO1COMB0001,تکمبا,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1802.0
UNQ0172,POINT_DATE,30765727085936322,IRO1JAMD0001,فجام,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,12368.0
UNQ0173,POINT_DATE,30765727085936322,IRO1JAMD0001,فجام,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,11760.0
UNQ0174,POINT_DATE,30765727085936322,IRO1JAMD0001,فجام,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,25661.0
UNQ0175,POINT_DATE,30765727085936322,IRO1JAMD0001,فجام,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,25661.0
UNQ0176,POINT_DATE,30765727085936322,IRO1JAMD0001,فجام,2018-07-18,,,1,BOTH,0.0,0.0,0.0,7497.0
UNQ0177,POINT_DATE,30765727085936322,IRO1JAMD0001,فجام,2020-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,69210.0
UNQ0178,POINT_DATE,30829203706095076,IRO1STEH0001,ستران,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2099.0
UNQ0179,POINT_DATE,30829203706095076,IRO1STEH0001,ستران,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2026.0
UNQ0180,POINT_DATE,30829203706095076,IRO1STEH0001,ستران,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2026.0
UNQ0181,POINT_DATE,30829203706095076,IRO1STEH0001,ستران,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1288.0
UNQ0182,POINT_DATE,31791737198597563,IRO1SPKH0001,غشان,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5164.0
UNQ0183,POINT_DATE,31879190587976736,IRO1MESI0001,خوساز,2013-07-16,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,822.0
UNQ0184,POINT_DATE,31879190587976736,IRO1MESI0001,خوساز,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2636.0
UNQ0185,POINT_DATE,31879190587976736,IRO1MESI0001,خوساز,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3341.0
UNQ0186,POINT_DATE,31879190587976736,IRO1MESI0001,خوساز,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1876.0
UNQ0187,POINT_DATE,31879190587976736,IRO1MESI0001,خوساز,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1876.0
UNQ0188,POINT_DATE,32357363984168442,IRO1PJMZ0001,جم,2015-08-08,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1000.0
UNQ0189,POINT_DATE,32357363984168442,IRO1PJMZ0001,جم,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,9436.0
UNQ0190,POINT_DATE,32357363984168442,IRO1PJMZ0001,جم,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,9436.0
UNQ0191,POINT_DATE,32525655729432562,IRO1SBHN0001,سبهان,2013-07-16,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,45580.0
UNQ0192,POINT_DATE,32525655729432562,IRO1SBHN0001,سبهان,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,24832.0
UNQ0193,POINT_DATE,32525655729432562,IRO1SBHN0001,سبهان,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,14535.0
UNQ0194,POINT_DATE,32845891587040106,IRO1NSTH0001,ثنوسا,2013-01-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3855.0
UNQ0195,POINT_DATE,33420285433308219,IRO1ZPRS0001,زپارس,2018-05-05,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1000.0
UNQ0196,POINT_DATE,33420285433308219,IRO1ZPRS0001,زپارس,2019-04-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,10243.0
UNQ0197,POINT_DATE,33420285433308219,IRO1ZPRS0001,زپارس,2020-04-15,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,55730.0
UNQ0198,POINT_DATE,33603212156438463,IRO1DDPK0001,دشیمی,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6441.0
UNQ0199,POINT_DATE,33603212156438463,IRO1DDPK0001,دشیمی,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6305.0
UNQ0200,POINT_DATE,33603212156438463,IRO1DDPK0001,دشیمی,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4608.0
UNQ0201,POINT_DATE,33603212156438463,IRO1DDPK0001,دشیمی,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4608.0
UNQ0202,POINT_DATE,33603212156438463,IRO1DDPK0001,دشیمی,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3048.0
UNQ0203,POINT_DATE,33783140337377394,IRO1CHAR0001,خچرخش,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1798.0
UNQ0204,POINT_DATE,33808206014018431,IRO1SMAZ0001,سمازن,2014-07-16,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,20313.0
UNQ0205,POINT_DATE,33808206014018431,IRO1SMAZ0001,سمازن,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,20313.0
UNQ0206,POINT_DATE,33808206014018431,IRO1SMAZ0001,سمازن,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,14416.0
UNQ0207,POINT_DATE,33808206014018431,IRO1SMAZ0001,سمازن,2016-04-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,14108.0
UNQ0208,POINT_DATE,33808206014018431,IRO1SMAZ0001,سمازن,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,12744.0
UNQ0209,POINT_DATE,33808206014018431,IRO1SMAZ0001,سمازن,2017-04-18,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4737.0
UNQ0210,POINT_DATE,33808206014018431,IRO1SMAZ0001,سمازن,2018-04-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2562.0
UNQ0211,POINT_DATE,33808206014018431,IRO1SMAZ0001,سمازن,2018-04-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2562.0
UNQ0212,POINT_DATE,33808206014018431,IRO1SMAZ0001,سمازن,2019-04-15,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2800.0
UNQ0213,POINT_DATE,33808206014018431,IRO1SMAZ0001,سمازن,2020-04-15,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,10860.0
UNQ0214,POINT_DATE,34890845654517313,IRO1SADB0001,ساربیل,2014-04-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,14578.0
UNQ0215,POINT_DATE,34890845654517313,IRO1SADB0001,ساربیل,2015-04-18,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,18244.0
UNQ0216,POINT_DATE,34890845654517313,IRO1SADB0001,ساربیل,2016-04-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,16915.0
UNQ0217,POINT_DATE,34890845654517313,IRO1SADB0001,ساربیل,2018-04-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5937.0
UNQ0218,POINT_DATE,34890845654517313,IRO1SADB0001,ساربیل,2018-04-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5937.0
UNQ0219,POINT_DATE,35366681030756042,IRO1PNBA0001,شبندر,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5817.0
UNQ0220,POINT_DATE,35366681030756042,IRO1PNBA0001,شبندر,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4760.0
UNQ0221,POINT_DATE,35366681030756042,IRO1PNBA0001,شبندر,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5153.0
UNQ0222,POINT_DATE,35366681030756042,IRO1PNBA0001,شبندر,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5153.0
UNQ0223,POINT_DATE,35366681030756042,IRO1PNBA0001,شبندر,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,7219.0
UNQ0224,POINT_DATE,35366681030756042,IRO1PNBA0001,شبندر,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,14941.0
UNQ0225,POINT_DATE,35425587644337450,IRO1MSMI0001,فملی,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1837.0
UNQ0226,POINT_DATE,35425587644337450,IRO1MSMI0001,فملی,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1397.0
UNQ0227,POINT_DATE,35425587644337450,IRO1MSMI0001,فملی,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1344.0
UNQ0228,POINT_DATE,35425587644337450,IRO1MSMI0001,فملی,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1884.0
UNQ0229,POINT_DATE,35425587644337450,IRO1MSMI0001,فملی,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1884.0
UNQ0230,POINT_DATE,35425587644337450,IRO1MSMI0001,فملی,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4269.0
UNQ0231,POINT_DATE,35700344742885862,IRO1GOLG0001,کگل,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3041.0
UNQ0232,POINT_DATE,35700344742885862,IRO1GOLG0001,کگل,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2000.0
UNQ0233,POINT_DATE,35700344742885862,IRO1GOLG0001,کگل,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2000.0
UNQ0234,POINT_DATE,38547060135156069,IRO1AZAB0001,فاذر,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2967.0
UNQ0235,POINT_DATE,38547060135156069,IRO1AZAB0001,فاذر,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5231.0
UNQ0236,POINT_DATE,38547060135156069,IRO1AZAB0001,فاذر,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3042.0
UNQ0237,POINT_DATE,38547060135156069,IRO1AZAB0001,فاذر,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3042.0
UNQ0238,POINT_DATE,38547060135156069,IRO1AZAB0001,فاذر,2018-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3042.0
UNQ0239,POINT_DATE,38547060135156069,IRO1AZAB0001,فاذر,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3042.0
UNQ0240,POINT_DATE,38547060135156069,IRO1AZAB0001,فاذر,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4032.0
UNQ0241,POINT_DATE,38547060135156069,IRO1AZAB0001,فاذر,2020-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,36860.0
UNQ0242,POINT_DATE,39116664428676213,IRO1LEAB0001,شلعاب,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1926.0
UNQ0243,POINT_DATE,39116664428676213,IRO1LEAB0001,شلعاب,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4494.0
UNQ0244,POINT_DATE,39116664428676213,IRO1LEAB0001,شلعاب,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4494.0
UNQ0245,POINT_DATE,40262275031537922,IRO1ROZD0001,دروز,2014-07-16,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6001.0
UNQ0246,POINT_DATE,40262275031537922,IRO1ROZD0001,دروز,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5951.0
UNQ0247,POINT_DATE,40262275031537922,IRO1ROZD0001,دروز,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5341.0
UNQ0248,POINT_DATE,40262275031537922,IRO1ROZD0001,دروز,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5216.0
UNQ0249,POINT_DATE,40262275031537922,IRO1ROZD0001,دروز,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2325.0
UNQ0250,POINT_DATE,40262275031537922,IRO1ROZD0001,دروز,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4274.0
UNQ0251,POINT_DATE,40262275031537922,IRO1ROZD0001,دروز,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4274.0
UNQ0252,POINT_DATE,40505767672724777,IRO1INFO0001,رانفور,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,12217.0
UNQ0253,POINT_DATE,40611478183231802,IRO1DODE0001,شدوص,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2498.0
UNQ0254,POINT_DATE,40611478183231802,IRO1DODE0001,شدوص,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2644.0
UNQ0255,POINT_DATE,40611478183231802,IRO1DODE0001,شدوص,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2644.0
UNQ0256,POINT_DATE,40808043719554948,IRO1FAIR0001,فولاژ,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1606.0
UNQ0257,POINT_DATE,40808043719554948,IRO1FAIR0001,فولاژ,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1594.0
UNQ0258,POINT_DATE,40808043719554948,IRO1FAIR0001,فولاژ,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1594.0
UNQ0259,POINT_DATE,40808043719554948,IRO1FAIR0001,فولاژ,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1803.0
UNQ0260,POINT_DATE,40808043719554948,IRO1FAIR0001,فولاژ,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1803.0
UNQ0261,POINT_DATE,40808043719554948,IRO1FAIR0001,فولاژ,2018-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1491.0
UNQ0262,POINT_DATE,40808043719554948,IRO1FAIR0001,فولاژ,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1491.0
UNQ0263,POINT_DATE,40808043719554948,IRO1FAIR0001,فولاژ,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6177.0
UNQ0264,POINT_DATE,40808043719554948,IRO1FAIR0001,فولاژ,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6177.0
UNQ0265,POINT_DATE,40808043719554948,IRO1FAIR0001,فولاژ,2020-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,37970.0
UNQ0266,POINT_DATE,408934423224097,IRO1FRVR0001,فرآور,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2447.0
UNQ0267,POINT_DATE,41284516796232939,IRO1SHGN0001,سهگمت,2015-05-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3403.0
UNQ0268,POINT_DATE,41284516796232939,IRO1SHGN0001,سهگمت,2019-05-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4020.0
UNQ0269,POINT_DATE,41284516796232939,IRO1SHGN0001,سهگمت,2019-05-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4020.0
UNQ0270,POINT_DATE,41302553376174581,IRO1FAJR0001,فجر,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,11140.0
UNQ0271,POINT_DATE,41302553376174581,IRO1FAJR0001,فجر,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6853.0
UNQ0272,POINT_DATE,41302553376174581,IRO1FAJR0001,فجر,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6853.0
UNQ0273,POINT_DATE,41302553376174581,IRO1FAJR0001,فجر,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,11051.0
UNQ0274,POINT_DATE,41974758296041288,IRO1KHOC0001,سخوز,2015-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3400.0
UNQ0275,POINT_DATE,42075223783409640,IRO1AZIN0001,خاذین,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3896.0
UNQ0276,POINT_DATE,42075223783409640,IRO1AZIN0001,خاذین,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,971.0
UNQ0277,POINT_DATE,42075223783409640,IRO1AZIN0001,خاذین,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,971.0
UNQ0278,POINT_DATE,42075223783409640,IRO1AZIN0001,خاذین,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2603.0
UNQ0279,POINT_DATE,42075223783409640,IRO1AZIN0001,خاذین,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2603.0
UNQ0280,POINT_DATE,43062880954780884,IRO1PIRN0001,تپمپی,2013-10-21,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3274.0
UNQ0281,POINT_DATE,43062880954780884,IRO1PIRN0001,تپمپی,2014-10-21,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3869.0
UNQ0282,POINT_DATE,43062880954780884,IRO1PIRN0001,تپمپی,2015-10-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3375.0
UNQ0283,POINT_DATE,43062880954780884,IRO1PIRN0001,تپمپی,2015-10-21,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3175.0
UNQ0284,POINT_DATE,43062880954780884,IRO1PIRN0001,تپمپی,2016-10-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3204.0
UNQ0285,POINT_DATE,43062880954780884,IRO1PIRN0001,تپمپی,2016-10-22,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3054.0
UNQ0286,POINT_DATE,43062880954780884,IRO1PIRN0001,تپمپی,2019-10-21,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,11001.0
UNQ0287,POINT_DATE,43256212620530446,IRO1BAFG0001,کبافق,2014-07-16,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,20544.0
UNQ0288,POINT_DATE,43256212620530446,IRO1BAFG0001,کبافق,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,20544.0
UNQ0289,POINT_DATE,43256212620530446,IRO1BAFG0001,کبافق,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2963.0
UNQ0290,POINT_DATE,43256212620530446,IRO1BAFG0001,کبافق,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,12816.0
UNQ0291,POINT_DATE,43256212620530446,IRO1BAFG0001,کبافق,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,12816.0
UNQ0292,POINT_DATE,43256212620530446,IRO1BAFG0001,کبافق,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,50331.0
UNQ0293,POINT_DATE,43362635835198978,IRO1HWEB0001,های وب,2017-08-27,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1000.0
UNQ0294,POINT_DATE,43362635835198978,IRO1HWEB0001,های وب,2018-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5980.0
UNQ0295,POINT_DATE,43362635835198978,IRO1HWEB0001,های وب,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5980.0
UNQ0296,POINT_DATE,43362635835198978,IRO1HWEB0001,های وب,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6933.0
UNQ0297,POINT_DATE,43362635835198978,IRO1HWEB0001,های وب,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6933.0
UNQ0298,POINT_DATE,43545527030854340,IRO1KVIR0001,کویر,2019-09-24,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1000.0
UNQ0299,POINT_DATE,43622578471330344,IRO1DSOB0001,دسبحا,2013-07-16,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5434.0
UNQ0300,POINT_DATE,43622578471330344,IRO1DSOB0001,دسبحا,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,7131.0
UNQ0301,POINT_DATE,43781018754867729,IRO1SHFS0001,شفارس,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4682.0
UNQ0302,POINT_DATE,43781018754867729,IRO1SHFS0001,شفارس,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4968.0
UNQ0303,POINT_DATE,4470657233334072,IRO1SKHS0001,سخاش,2015-07-19,,,2,BOTH,0.0,0.0,0.0,6539.0
UNQ0304,POINT_DATE,4470657233334072,IRO1SKHS0001,سخاش,2016-07-18,,,1,BOTH,0.0,0.0,0.0,6754.0
UNQ0305,POINT_DATE,4470657233334072,IRO1SKHS0001,سخاش,2017-07-18,,,1,BOTH,0.0,0.0,0.0,8253.0
UNQ0306,POINT_DATE,4470657233334072,IRO1SKHS0001,سخاش,2017-07-19,,,1,BOTH,0.0,0.0,0.0,8253.0
UNQ0307,POINT_DATE,4470657233334072,IRO1SKHS0001,سخاش,2018-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,9156.0
UNQ0308,POINT_DATE,4470657233334072,IRO1SKHS0001,سخاش,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,9156.0
UNQ0309,POINT_DATE,4563413583000719,IRO1SDAB0001,ساراب,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1384.0
UNQ0310,POINT_DATE,4563413583000719,IRO1SDAB0001,ساراب,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1078.0
UNQ0311,POINT_DATE,4563413583000719,IRO1SDAB0001,ساراب,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1390.0
UNQ0312,POINT_DATE,4563413583000719,IRO1SDAB0001,ساراب,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1330.0
UNQ0313,POINT_DATE,4563413583000719,IRO1SDAB0001,ساراب,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3721.0
UNQ0314,POINT_DATE,4563413583000719,IRO1SDAB0001,ساراب,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3451.0
UNQ0315,POINT_DATE,45895339414786358,IRO1RINM0001,خرینگ,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2306.0
UNQ0316,POINT_DATE,45895339414786358,IRO1RINM0001,خرینگ,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4198.0
UNQ0317,POINT_DATE,45895339414786358,IRO1RINM0001,خرینگ,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4198.0
UNQ0318,POINT_DATE,46752599569017089,IRO1TRNS0001,بترانس,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4791.0
UNQ0319,POINT_DATE,46752599569017089,IRO1TRNS0001,بترانس,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,8138.0
UNQ0320,POINT_DATE,46752599569017089,IRO1TRNS0001,بترانس,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,14935.0
UNQ0321,POINT_DATE,46752599569017089,IRO1TRNS0001,بترانس,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,14935.0
UNQ0322,POINT_DATE,48619517949257749,IRO1NOSH0001,غنوش,2014-07-16,,,1,BOTH,0.0,0.0,0.0,3764.0
UNQ0323,POINT_DATE,48619517949257749,IRO1NOSH0001,غنوش,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3764.0
UNQ0324,POINT_DATE,48619517949257749,IRO1NOSH0001,غنوش,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4069.0
UNQ0325,POINT_DATE,48619517949257749,IRO1NOSH0001,غنوش,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3813.0
UNQ0326,POINT_DATE,48619517949257749,IRO1NOSH0001,غنوش,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3813.0
UNQ0327,POINT_DATE,48619517949257749,IRO1NOSH0001,غنوش,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3678.0
UNQ0328,POINT_DATE,48619517949257749,IRO1NOSH0001,غنوش,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3678.0
UNQ0329,POINT_DATE,48619517949257749,IRO1NOSH0001,غنوش,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3319.0
UNQ0330,POINT_DATE,48753732042176709,IRO1PNTB0001,شبریز,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,9373.0
UNQ0331,POINT_DATE,48753732042176709,IRO1PNTB0001,شبریز,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3826.0
UNQ0332,POINT_DATE,48753732042176709,IRO1PNTB0001,شبریز,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4733.0
UNQ0333,POINT_DATE,48753732042176709,IRO1PNTB0001,شبریز,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4733.0
UNQ0334,POINT_DATE,5054819322815158,IRO1MAGS0001,زمگسا,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,27074.0
UNQ0335,POINT_DATE,5054819322815158,IRO1MAGS0001,زمگسا,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6754.0
UNQ0336,POINT_DATE,5054819322815158,IRO1MAGS0001,زمگسا,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2398.0
UNQ0337,POINT_DATE,52220424531578944,IRO1SGRB0001,سغرب,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3884.0
