row_key,ticker,fiscal_year,fiscal_year_end,confirmed_public_entry_date_jalali,confirmed_public_entry_date_gregorian,eligible_listing_stage123_proxy,verification_status,listed_by_fiscal_year_end_verified,eligible_listing_financial_verified,listing_eligibility_status_verified,days_listed_before_fiscal_year_end,eligibility_changed_vs_stage123_proxy,change_direction
نوری|1399,نوری,1399,1399-12-30,1398-04-22,2019-07-13,1,verified_user_confirmed,1,1,eligible_verified_public_entry,616,0,unchanged_1
نوری|1400,نوری,1400,1400-12-29,1398-04-22,2019-07-13,1,verified_user_confirmed,1,1,eligible_verified_public_entry,981,0,unchanged_1
نوری|1401,نوری,1401,1401-12-29,1398-04-22,2019-07-13,1,verified_user_confirmed,1,1,eligible_verified_public_entry,1346,0,unchanged_1
نوری|1402,نوری,1402,1402-12-29,1398-04-22,2019-07-13,1,verified_user_confirmed,1,1,eligible_verified_public_entry,1711,0,unchanged_1
پرداخت|1394,پرداخت,1394,1394-12-29,1396-04-27,2017-07-18,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
پرداخت|1395,پرداخت,1395,1395-12-30,1396-04-27,2017-07-18,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
پرداخت|1396,پرداخت,1396,1396-12-29,1396-04-27,2017-07-18,1,verified_user_confirmed,1,1,eligible_verified_public_entry,245,0,unchanged_1
پرداخت|1397,پرداخت,1397,1397-12-29,1396-04-27,2017-07-18,1,verified_user_confirmed,1,1,eligible_verified_public_entry,610,0,unchanged_1
پرداخت|1398,پرداخت,1398,1398-12-29,1396-04-27,2017-07-18,1,verified_user_confirmed,1,1,eligible_verified_public_entry,975,0,unchanged_1
پرداخت|1399,پرداخت,1399,1399-12-30,1396-04-27,2017-07-18,1,verified_user_confirmed,1,1,eligible_verified_public_entry,1341,0,unchanged_1
پرداخت|1400,پرداخت,1400,1400-12-29,1396-04-27,2017-07-18,1,verified_user_confirmed,1,1,eligible_verified_public_entry,1706,0,unchanged_1
پرداخت|1401,پرداخت,1401,1401-09-30,1396-04-27,2017-07-18,1,verified_user_confirmed,1,1,eligible_verified_public_entry,1982,0,unchanged_1
پرداخت|1402,پرداخت,1402,1402-09-30,1396-04-27,2017-07-18,1,verified_user_confirmed,1,1,eligible_verified_public_entry,2347,0,unchanged_1
پارس|1396,پارس,1396,1396-12-29,1397-04-20,2018-07-11,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
پارس|1397,پارس,1397,1397-12-29,1397-04-20,2018-07-11,1,verified_user_confirmed,1,1,eligible_verified_public_entry,252,0,unchanged_1
پارس|1398,پارس,1398,1398-12-29,1397-04-20,2018-07-11,1,verified_user_confirmed,1,1,eligible_verified_public_entry,617,0,unchanged_1
پارس|1399,پارس,1399,1399-12-30,1397-04-20,2018-07-11,1,verified_user_confirmed,1,1,eligible_verified_public_entry,983,0,unchanged_1
پارس|1400,پارس,1400,1400-12-29,1397-04-20,2018-07-11,1,verified_user_confirmed,1,1,eligible_verified_public_entry,1348,0,unchanged_1
پارس|1401,پارس,1401,1401-12-29,1397-04-20,2018-07-11,1,verified_user_confirmed,1,1,eligible_verified_public_entry,1713,0,unchanged_1
