row_key,ticker,fiscal_year,company_name,eligible_listing,eligible_statement_type,statement_scope_canonical,statement_scope_display_fa,statement_scope_display_en,eligible_annual_period,eligible_source_quality,eligible_accounting_quality,eligible_company_main,eligible_company_expanded,eligible_target,predictor_eligible_main,predictor_eligible_expanded,model_exclusion_reason_main,model_exclusion_reason_expanded
فسپا|1399,فسپا,1399,گروه صنعتی سپاهان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسپا|1400,فسپا,1400,گروه صنعتی سپاهان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسپا|1401,فسپا,1401,گروه صنعتی سپاهان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسپا|1402,فسپا,1402,گروه صنعتی سپاهان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فجام|1393,فجام,1393,شرکت صنعتی جام دارو (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فجام|1394,فجام,1394,شرکت صنعتی جام دارو (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فجام|1395,فجام,1395,شرکت صنعتی جام دارو (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فجام|1396,فجام,1396,شرکت صنعتی جام دارو (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فجام|1397,فجام,1397,شرکت صنعتی جام دارو (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فجام|1398,فجام,1398,شرکت صنعتی جام دارو (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فجام|1399,فجام,1399,شرکت صنعتی جام دارو (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فجام|1400,فجام,1400,شرکت صنعتی جام دارو (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فجام|1401,فجام,1401,شرکت صنعتی جام دارو (سهامی عام),1,1,separate,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فجام|1402,فجام,1402,صنعتی جام دارو,1,1,parent_only_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فخوز|1393,فخوز,1393,فولاد خوزستان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فخوز|1394,فخوز,1394,فولاد خوزستان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فخوز|1395,فخوز,1395,فولاد خوزستان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فخوز|1396,فخوز,1396,فولاد خوزستان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فخوز|1397,فخوز,1397,فولاد خوزستان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فخوز|1398,فخوز,1398,فولاد خوزستان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فخوز|1399,فخوز,1399,فولاد خوزستان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فخوز|1400,فخوز,1400,فولاد خوزستان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فخوز|1401,فخوز,1401,فولاد خوزستان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فخوز|1402,فخوز,1402,فولاد خوزستان,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فملی|1393,فملی,1393,ملی صنایع مس ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فملی|1394,فملی,1394,ملی صنایع مس ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فملی|1395,فملی,1395,ملی صنایع مس ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فملی|1396,فملی,1396,ملی صنایع مس ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فملی|1397,فملی,1397,ملی صنایع مس ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فملی|1398,فملی,1398,ملی صنایع مس ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فملی|1399,فملی,1399,ملی صنایع مس ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فملی|1400,فملی,1400,ملی صنایع مس ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فملی|1401,فملی,1401,ملی صنایع مس ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فملی|1402,فملی,1402,ملی صنایع مس ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غسالم|1392,غسالم,1392,سالمین,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غسالم|1393,غسالم,1393,سالمین,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غسالم|1394,غسالم,1394,سالمین,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غسالم|1395,غسالم,1395,سالمین,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غسالم|1396,غسالم,1396,سالمین,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غسالم|1397,غسالم,1397,سالمین,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غسالم|1398,غسالم,1398,سالمین,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غسالم|1399,غسالم,1399,سالمین,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غسالم|1400,غسالم,1400,سالمین,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غسالم|1401,غسالم,1401,سالمین,1,1,user_confirmed_correct_source,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غسالم|1402,غسالم,1402,سالمین,1,1,user_confirmed_correct_source,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فمراد|1393,فمراد,1393,آلومراد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فمراد|1394,فمراد,1394,آلومراد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فمراد|1395,فمراد,1395,آلومراد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فمراد|1396,فمراد,1396,آلومراد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فمراد|1397,فمراد,1397,آلومراد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فمراد|1398,فمراد,1398,آلومراد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فمراد|1399,فمراد,1399,آلومراد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فمراد|1400,فمراد,1400,آلومراد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فمراد|1401,فمراد,1401,آلومراد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فمراد|1402,فمراد,1402,آلومراد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فنورد|1393,فنورد,1393,نورد و تولید قطعات فولادی,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فنورد|1394,فنورد,1394,نورد و تولید قطعات فولادی,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فنورد|1395,فنورد,1395,نورد و تولید قطعات فولادی,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فنورد|1396,فنورد,1396,نورد و تولید قطعات فولادی,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فنورد|1397,فنورد,1397,نورد و تولید قطعات فولادی,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فنورد|1398,فنورد,1398,نورد و تولید قطعات فولادی,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فنورد|1399,فنورد,1399,نورد و تولید قطعات فولادی,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فنورد|1400,فنورد,1400,نورد و تولید قطعات فولادی,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فنورد|1401,فنورد,1401,نورد و تولید قطعات فولادی,1,1,separate,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فنورد|1402,فنورد,1402,نورد و تولید قطعات فولادی,1,1,separate,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسرب|1393,فسرب,1393,ملی سرب و روی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسرب|1394,فسرب,1394,ملی سرب و روی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسرب|1395,فسرب,1395,ملی سرب و روی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسرب|1396,فسرب,1396,ملی سرب و روی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسرب|1397,فسرب,1397,ملی سرب و روی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسرب|1398,فسرب,1398,ملی سرب و روی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسرب|1399,فسرب,1399,ملی سرب و روی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسرب|1400,فسرب,1400,ملی سرب و روی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسرب|1401,فسرب,1401,ملی سرب و روی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فسرب|1402,فسرب,1402,ملی سرب و روی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فپنتا|1393,فپنتا,1393,صنعتی سپنتا,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فپنتا|1394,فپنتا,1394,صنعتی سپنتا,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فپنتا|1395,فپنتا,1395,صنعتی سپنتا,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فپنتا|1396,فپنتا,1396,صنعتی سپنتا,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فپنتا|1397,فپنتا,1397,صنعتی سپنتا,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فپنتا|1398,فپنتا,1398,صنعتی سپنتا,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فپنتا|1399,فپنتا,1399,صنعتی سپنتا,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فپنتا|1400,فپنتا,1400,صنعتی سپنتا,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فپنتا|1401,فپنتا,1401,صنعتی سپنتا,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فپنتا|1402,فپنتا,1402,صنعتی سپنتا,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فولاژ|1393,فولاژ,1393,فولاد آلیاژی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فولاژ|1394,فولاژ,1394,فولاد آلیاژی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فولاژ|1395,فولاژ,1395,فولاد آلیاژی ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فولاژ|1396,فولاژ,1396,فولاد آلیاژی ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فولاژ|1397,فولاژ,1397,فولاد آلیاژی ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فولاژ|1398,فولاژ,1398,فولاد آلیاژی ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فولاژ|1399,فولاژ,1399,فولاد آلیاژی ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فولاژ|1400,فولاژ,1400,فولاد آلیاژی ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فولاژ|1401,فولاژ,1401,فولاد آلیاژی ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
فولاژ|1402,فولاژ,1402,فولاد آلیاژی ایران,1,1,annual_separate_company_user_confirmed,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غبهنوش|1392,غبهنوش,1392,بهنوش ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غبهنوش|1393,غبهنوش,1393,بهنوش ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غبهنوش|1394,غبهنوش,1394,بهنوش ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غبهنوش|1395,غبهنوش,1395,بهنوش ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غبهنوش|1396,غبهنوش,1396,بهنوش ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غبهنوش|1397,غبهنوش,1397,بهنوش ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غبهنوش|1398,غبهنوش,1398,بهنوش ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غبهنوش|1399,غبهنوش,1399,بهنوش ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غبهنوش|1400,غبهنوش,1400,بهنوش ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غبهنوش|1401,غبهنوش,1401,بهنوش ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غبهنوش|1402,غبهنوش,1402,بهنوش ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غدام|1392,غدام,1392,خوراک دام پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غدام|1393,غدام,1393,خوراک دام پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غدام|1394,غدام,1394,خوراک دام پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غدام|1395,غدام,1395,خوراک دام پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غدام|1396,غدام,1396,خوراک دام پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غدام|1397,غدام,1397,خوراک دام پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غدام|1398,غدام,1398,خوراک دام پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غدام|1399,غدام,1399,خوراک دام پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غدام|1400,غدام,1400,خوراک دام پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غدام|1401,غدام,1401,خوراک دام پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غدام|1402,غدام,1402,خوراک دام پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غگل|1392,غگل,1392,گلوکوزان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غگل|1393,غگل,1393,گلوکوزان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غگل|1394,غگل,1394,گلوکوزان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غگل|1395,غگل,1395,گلوکوزان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غگل|1396,غگل,1396,گلوکوزان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غگل|1397,غگل,1397,گلوکوزان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غگل|1398,غگل,1398,گلوکوزان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غگل|1399,غگل,1399,گلوکوزان,1,1,user_confirmed_correct_source,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غگل|1400,غگل,1400,گلوکوزان,1,1,user_confirmed_correct_source,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غگل|1401,غگل,1401,گلوکوزان,1,1,user_confirmed_correct_source,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غگل|1402,غگل,1402,گلوکوزان,1,1,user_confirmed_correct_source,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غنوش|1392,غنوش,1392,نوش مازندران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غنوش|1393,غنوش,1393,نوش مازندران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غنوش|1394,غنوش,1394,نوش مازندران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غنوش|1395,غنوش,1395,نوش مازندران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غنوش|1396,غنوش,1396,نوش مازندران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
غنوش|1397,غنوش,1397,نوش مازندران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
